scenario,attachment_kb,repeat,turn_index,project_type,status,latency_ms,cost_usd,cost_total_usd,tokens_in,tokens_out,enriched_transcript_chars,attachments_total_chars,messages_in_window,anchors_count,summary_chars,last_resolved_tier,latency_pass,latency_score,cost_pass,cost_score,drift_pass,drift_score,drift_details,fact
pivot,20,2,5,mobile_app,200,5125,0.021704,0.074133,19954,350,12613,12451,10,0,0,default,True,1.0,True,1.0,False,0.8,drifted (lost): ['feature: offline mode'],stack includes Flutter
pivot,50,0,1,mobile_app,200,4955,0.013111,0.013111,11321,358,32724,32586,2,0,0,default,True,1.0,True,1.0,True,1.0,remembered: stack includes React Native @ metadata+window,stack includes React Native
pivot,50,0,2,mobile_app,200,4738,0.021461,0.034572,19766,339,32706,32586,4,0,0,default,True,1.0,True,1.0,True,1.0,"remembered: stack includes React Native @ metadata+window, feature: onboarding @ metadata+window",feature: onboarding
pivot,50,0,3,mobile_app,200,9973,0.03205,0.066622,28290,752,32711,32586,6,0,0,default,True,1.0,True,1.0,True,1.0,"remembered: stack includes React Native @ metadata+window, feature: onboarding @ metadata+window, stack includes Firebase @ metadata+window",stack includes Firebase
pivot,50,0,4,mobile_app,200,18297,0.084981,0.151603,76931,1610,32708,32586,8,0,0,default,True,1.0,True,1.0,False,0.75,drifted (lost): ['feature: offline mode'],feature: offline mode
pivot,50,0,5,mobile_app,200,17747,0.103228,0.254831,94653,1715,32748,32586,10,0,0,default,True,1.0,True,1.0,False,0.8,drifted (lost): ['feature: offline mode'],stack includes Flutter
pivot,50,1,1,mobile_app,200,3681,0.012691,0.012691,11321,274,32724,32586,2,0,0,default,True,1.0,True,1.0,True,1.0,remembered: stack includes React Native @ metadata+window,stack includes React Native
pivot,50,1,2,mobile_app,200,3968,0.021111,0.033802,19681,286,32706,32586,4,0,0,default,True,1.0,True,1.0,True,1.0,"remembered: stack includes React Native @ metadata+window, feature: onboarding @ metadata+window",feature: onboarding
pivot,50,1,3,mobile_app,200,8497,0.032013,0.065815,28118,779,32711,32586,6,0,0,default,True,1.0,True,1.0,True,1.0,"remembered: stack includes React Native @ metadata+window, feature: onboarding @ metadata+window, stack includes Firebase @ metadata+window",stack includes Firebase
pivot,50,1,4,mobile_app,200,8560,0.040384,0.106199,36879,701,32708,32586,8,0,0,default,True,1.0,True,1.0,False,0.75,drifted (lost): ['feature: offline mode'],feature: offline mode
pivot,50,1,5,mobile_app,200,16013,0.100938,0.207137,93498,1488,32748,32586,10,0,0,default,True,1.0,True,1.0,False,0.8,drifted (lost): ['feature: offline mode'],stack includes Flutter
pivot,50,2,1,mobile_app,200,3819,0.012826,0.012826,11321,301,32724,32586,2,0,0,default,True,1.0,True,1.0,True,1.0,remembered: stack includes React Native @ metadata+window,stack includes React Native
pivot,50,2,2,mobile_app,502,,,,,,,,,,,,,,,,,,"{""detail"":""Upstream LLM call failed""}",feature: onboarding
pivot,100,0,1,mobile_app,502,,,,,,,,,,,,,,,,,,"{""detail"":""Upstream LLM call failed""}",stack includes React Native
pivot,100,1,1,mobile_app,502,,,,,,,,,,,,,,,,,,"{""detail"":""Upstream LLM call failed""}",stack includes React Native
pivot,100,2,1,mobile_app,502,,,,,,,,,,,,,,,,,,"{""detail"":""Upstream LLM call failed""}",stack includes React Native
contradiction_literal,0,0,1,internal_tool,502,,,,,,,,,,,,,,,,,,"{""detail"":""Upstream LLM call failed""}",project name: Helios
contradiction_literal,0,1,1,internal_tool,502,,,,,,,,,,,,,,,,,,"{""detail"":""Upstream LLM call failed""}",project name: Helios
contradiction_literal,0,2,1,internal_tool,502,,,,,,,,,,,,,,,,,,"{""detail"":""Upstream LLM call failed""}",project name: Helios
contradiction_literal,5,0,1,internal_tool,502,,,,,,,,,,,,,,,,,,"{""detail"":""Upstream LLM call failed""}",project name: Helios
contradiction_literal,5,1,1,internal_tool,502,,,,,,,,,,,,,,,,,,"{""detail"":""Upstream LLM call failed""}",project name: Helios
contradiction_literal,5,2,1,internal_tool,502,,,,,,,,,,,,,,,,,,"{""detail"":""Upstream LLM call failed""}",project name: Helios
contradiction_literal,20,0,1,internal_tool,502,,,,,,,,,,,,,,,,,,"{""detail"":""Upstream LLM call failed""}",project name: Helios
contradiction_literal,20,1,1,internal_tool,502,,,,,,,,,,,,,,,,,,"{""detail"":""Upstream LLM call failed""}",project name: Helios
contradiction_literal,20,2,1,internal_tool,502,,,,,,,,,,,,,,,,,,"{""detail"":""Upstream LLM call failed""}",project name: Helios
contradiction_literal,50,0,1,internal_tool,502,,,,,,,,,,,,,,,,,,"{""detail"":""Upstream LLM call failed""}",project name: Helios
contradiction_literal,50,1,1,internal_tool,502,,,,,,,,,,,,,,,,,,"{""detail"":""Upstream LLM call failed""}",project name: Helios
contradiction_literal,50,2,1,internal_tool,502,,,,,,,,,,,,,,,,,,"{""detail"":""Upstream LLM call failed""}",project name: Helios
contradiction_literal,100,0,1,internal_tool,502,,,,,,,,,,,,,,,,,,"{""detail"":""Upstream LLM call failed""}",project name: Helios
contradiction_literal,100,1,1,internal_tool,502,,,,,,,,,,,,,,,,,,"{""detail"":""Upstream LLM call failed""}",project name: Helios
contradiction_literal,100,2,1,internal_tool,502,,,,,,,,,,,,,,,,,,"{""detail"":""Upstream LLM call failed""}",project name: Helios
